Store Name,Longitude,Latitude
Larnaca Foinikoudes,33.64,34.91
Kato Pafos,32.42,34.76
Brno Campus,16.57,49.18
Brno Olympia,16.63,49.14
Brno Vaňkovka,16.61,49.19
Brno náměstí Svobody,16.61,49.2
Ostrava Nová Karolina,18.29,49.83
Ostrava Avion,18.23,49.8
Pražský Hrad,14.4,50.09
SC Chodov1,14.49,50.03
Golden Angel,14.4,50.07
Muzeum,14.43,50.08
Můstek,14.43,50.08
Palladium Kiosek,14.43,50.09
Dejvická,14.4,50.1
Malostranské náměstí,14.4,50.09
Letiště Václava Havla,14.27,50.11
Fashion Arena,14.54,50.08
Metropole Zličín,14.29,50.05
Palladium,14.43,50.09
Avion Park Zličín,14.3,50.05
Staroměstské náměstí,14.42,50.09
Meteor Křižíkova,14.45,50.09
Centrum Černý Most,14.58,50.11
Palác Archa,14.43,50.09
I. P. Pavlova,14.43,50.08
Letnany,14.5,50.14
Florentinum,14.44,50.09
Chodov OC,14.49,50.03
Andel,14.4,50.07
Stern Center Potsdam,13.13,52.37
Brandenburgerstrasse 28a,13.06,52.4
Alexa Shopping Centre,13.42,52.52
Potsdamer Platz 5,13.38,52.51
Sony-Center,13.37,52.51
Pariser Platz,13.38,52.52
Kurfuerstendamm 26a,13.33,52.5
Schlossstrasse,13.33,52.46
Kurfuerstendamm 61,13.31,52.5
Bahnhof Alexanderplatz,13.41,52.52
Berlin Zoo Station (Kiosk),13.33,52.51
Friedrichstrasse 210,13.39,52.51
Friedrichstrasse 61,13.39,52.51
Ackerstrasse,13.4,52.53
IHZ - Friedrichstrasse 96,13.39,52.52
Berlin Ostbahnhof,13.43,52.51
Potsdamer Arkaden,13.37,52.51
TXL - Tegel - Terminal A,13.29,52.55
Berlin Hauptbahnhof,13.37,52.52
Kurfuerstendamm  231,13.33,52.5
Wilmersdorfer Arcaden,13.31,52.51
Alexanderplatz,13.41,52.52
Cite Center,8.19,48.78
Stuttgart Panzer Kaserne,9.04,48.69
Pliensaustrasse 8,9.31,48.74
Freiburg Hauptbahnhof,7.84,48
Humboldtstrasse 2,7.85,47.99
Kaiser-Joseph-Strasse 147-149,7.85,48
Hauptstrasse 137,8.71,49.41
Hauptstrasse 25,8.7,49.41
Stadt-Galerie,9.22,49.14
Kilianstrasse 6,9.22,49.14
Kaiserstrasse 185,8.4,49.01
Ettlinger Tor,8.4,49.01
Europaplatz,8.39,49.01
Leo-Center,9.01,48.8
Breuningerland Ludwigsburg,9.15,48.92
Am Wasserturm,8.47,49.48
Koenigsbau Passagen,9.18,48.78
Stuttgart Hauptbahnhof,9.18,48.78
Milaneo,9.18,48.79
Koenigstrasse 44,9.18,48.78
Calwerstrasse 36,9.17,48.78
Erlangen Arcaden,11,49.59
U.S. Army Garrison Grafenwohr,11.88,49.7
Sendlingerstrasse 27,11.57,48.14
Leopoldstrasse 56,11.59,48.16
Muenchen Hauptbahnhof Platform 11,11.56,48.14
Odeonsplatz,11.58,48.14
Schuetzenstrasse 8,11.56,48.14
Rosental 7,11.58,48.14
PEP EKZ,11.65,48.1
EKZ Stachuspassagen,11.57,48.14
MUC - Munich Airport T2 Ankunft,11.79,48.35
Platzl1,11.58,48.14
Arnulfstrasse 34,11.56,48.14
Pippinger Flur A8 Munchen,11.45,48.17
Hauptmarkt 1,11.08,49.45
Karolinenstrasse 12,11.08,49.45
Hefnersplatz 10,11.07,49.45
Breite Gasse 41,11.08,49.45
Waterfront Kiosk,8.75,53.11
Waterfront C02,8.75,53.11
Marktstrasse 3,8.81,53.08
Bremen Hauptbahnhof,8.81,53.08
Luisenplatz 4,8.65,49.87
Eschersheimer Landstrasse,8.67,50.13
Frankfurt - The Squaire (station),8.57,50.05
FRA - Terminal 1 Departures,8.56,50.03
Frankfurt - Airport T2 (airside),8.59,50.05
Frankfurt - US Consulate,8.69,50.14
Frankfurt-Airport (hall B landside),8.57,50.05
Skyline Plaza,8.65,50.11
Konstablerwache,8.69,50.11
Kaiserstrasse 75-77,8.67,50.11
An der Hauptwache 7,8.68,50.11
Kaiserstrasse 20,8.67,50.11
Boersenplatz,8.68,50.11
Neue Mainzer Strasse 66-68,8.67,50.11
Frankfurt Hauptbahnhof,8.66,50.11
Hessencenter,8.75,50.14
Nord West Zentrum,8.63,50.16
Fressgass,8.67,50.11
Koenigsplatz,9.5,51.32
KOMM,8.76,50.1
Main Taunus Zentrum,8.53,50.12
Rhein Neckar Zentrum,8.57,49.53
Loop 5,8.61,49.89
Wiesbaden AAFES - Hainerberg Mall,8.27,50.07
Kirchgasse 35-43,8.24,50.08
Lilien Carre,8.24,50.07
Hamburg Airport,10,53.63
Roedingsmarkt,9.99,53.55
Rathausmarkt 5,9.99,53.55
Alstertal EKZ,10.09,53.65
Eppendorfer Zentrum,9.99,53.59
Hamburg HBF,10.01,53.55
Neuer Jungfernstieg 5,9.99,53.56
Am Moenckebergbrunnen,10,53.55
Elbe EKZ,9.86,53.57
Bahnhof Dammtor,9.99,53.56
Gaensemarkt,9.99,53.55
Blankeneser Bahnhofplatz,9.81,53.56
Europa Passage,10,53.55
Kohlmarkt 18,10.52,52.26
Schloss Arkaden EG,10.53,52.26
Ernst August Galerie EG,9.74,52.38
Hannover Hauptbahnhof,9.74,52.38
Kamp Promenade,8.05,52.27
FOC Soltau,9.86,52.99
Aachen Markt,6.08,50.78
Niedernstrasse 41,8.53,52.02
Dr.Ruer Platz,7.22,51.48
T-Mobile Hauptverwaltung,7.14,50.72
Muensterplatz,7.1,50.73
Sternstrasse 67,7.1,50.74
Neumarkt New,6.95,50.94
Am Hof,6.96,50.94
Ring Karree,6.94,50.94
Koeln Hauptbahnhof - Colonaden,6.96,50.94
Ostenhellweg 19,7.47,51.51
Thier Galerie,7.46,51.51
Markt 6,7.47,51.51
Schadow Arkaden,6.78,51.23
Duesseldorf Hauptbahnhof,6.8,51.22
Mittelstrasse 9,6.77,51.22
DUS - Flughafen Terminal B Landside,6.76,51.28
Erkrather Strasse,6.82,51.21
DUS - Flughafen Terminal B Airside,6.76,51.28
Forum,6.77,51.43
City Palais,6.77,51.43
Duisburg Hauptbahnhof,6.77,51.43
Essen Hauptbahnhof,7.01,51.45
Theaterplatz,7.01,51.45
Limbecker Platz OG - 1.19,7,51.46
Rhein Center,6.84,50.94
CGN - Flughafen Koln Bonn T 1,7.12,50.88
Rathaus Galerie,6.98,51.03
Rhein Ruhr Zentrum,6.95,51.44
Hanse Carree,7.63,51.96
CentrO Ground Floor,6.88,51.49
Centro Oase,6.88,51.49
CentrO Ground Floor,6.88,51.49
Neumarkt 5-11,7.15,51.26
Brohltal West A61 Niederzissen,7.22,50.44
Forum Mittelrhein,7.6,50.36
Mainz Hauptbahnhof,8.26,50
Fernthal A3 Neustadt-Wied,7.45,50.59
KMCC Ramstein,7.55,49.45
AAFES Spangdahlem,6.69,49.99
Berliner Platz 5,10.14,54.32
FOC Hamburg,9.98,54.04
Bahnhofstrasse 60,6.99,49.24
Europa Galerie,6.99,49.24
Altmarkt,13.74,51.05
Dresden Hauptbahnhof,13.73,51.04
Centrum Galerie,13.74,51.04
Leipzig Hauptbahnhof,12.38,51.34
Grimmaische Strasse 14,12.38,51.34
Erfurt Central Station,11.04,50.97
Copenhagen-Frederiksborggade,12.57,55.68
Copenhagen - Trianglen,12.58,55.7
Copenhagen Fisketorvet Fotex,12.51,55.68
Frederiksberg Centret,12.53,55.68
Aalborg University (Kiosk),9.99,57.02
Bilka Skalborg,9.88,57
Salling Alborg,9.92,57.05
Odense University,10.43,55.37
Bilka OneStop Fields Mall,12.58,55.63
Copenhagen Central Station,12.56,55.67
Copenhagen - Radhuspladsen Netto,12.57,55.68
Copenhagen - Fasanvej Fotex,12.52,55.68
Bilka Hundige,12.33,55.6
Copenhagen Airport T2 Landside,12.65,55.63
Copenhagen Airport T3 Landside,12.65,55.63
CPH - Terminal 3 Airside,12.65,55.63
Bilka Naestved,11.78,55.25
Borgporten,10.21,56.16
Salling Arhus,10.21,56.15
Bilka Kolding,9.46,55.51
Fotex Vejle,9.53,55.71
سان ستيفانو,29.96,31.24
Cityscape,31.35,30.13
The Corner,31.25,30.05
The Hub,31.27,30.01
Drive Thru Emirates Gas Station 2,31.25,30.05
City Stars Mall,31.2,30.02
Point 90 Mall,31.24,30.04
Cairo Festival City II,31.35,29.98
Gallaria 40 (Closed),31.25,30.05
Tivoli Dome - Marina,31.25,30.05
Water way,31.25,30.05
Gameit Eldowal,31.24,30.04
Dandy Mega Mall,29.75,31.08
Cairo Festival City,31.35,29.98
Porto Cairo Mall,31.33,29.98
Sun City Mall,31.38,30.02
Zayed Dome,31.21,30.01
Katameya Downtown,31.23,30.03
City Square - Cairo,31.24,30.04
النايل سيتى,31.23,30.07
أسكندرية الصحراوى,31.03,30.06
مكرم عبيد,31.34,30.09
سيتى ستارز 1,31.33,30.06
سيتى ستارز 3,31.33,30.06
معادى سيتى سنتر,31.3,29.99
سليمان أباظة,31.2,30.06
تيفولى,31.34,30.08
مطار القاهرة,31.41,30.11
سنافير - نعمه بيه,34.33,27.91
المركاتو مول2,34.33,27.92
خان لاجونا,34.43,28.04
Paseo de la Castellana,-3.69,40.48
Bonaire,-0.48,39.46
Malaga Airport Landside,-4.49,36.68
ECI Malaga,-4.43,36.72
ECI Capricho,-4.92,36.5
Malaga Airport Airside,-4.49,36.68
Plaza Felix Sainz,-4.42,36.72
Valencia Airport - Airside,-0.48,39.5
ECI MIJAS,-4.63,36.55
La Campana,-6,37.39
Av. Constitucion 11,-5.99,37.39
Avd Constitucion 36,-5.99,37.38
Puerta Jerez,-5.99,37.38
Paz 44,-0.38,39.48
San Vicente 12,-0.38,39.47
Marqués del Turia,-0.37,39.47
San Vicente 44,-0.38,39.47
ECI Gran Via 20 Bilbao,-2.93,43.26
Loiu - Bilbao Airport,-2.91,43.3
ECI MARINEDA,-8.43,43.35
ECI RAMON Y CAJAL,-8.41,43.35
ECI Alicante,-0.49,38.34
Las Palmas de Gran Canaria,-15.39,27.94
La Maquinista,2.2,41.44
Diagonal Mar,2.19,41.4
Diagonal 640,2.14,41.39
Francesc Maçià,2.14,41.39
Paseo de Gracia 97,2.16,41.4
Rambla 109 (Canaletes),2.17,41.38
Ronda Sant Pere,2.17,41.39
Sagrada Familia,2.17,41.4
La Roca Village,2.17,41.39
Concell de Cent,2.17,41.39
Comtal 32,2.17,41.39
Glories,2.19,41.4
Diagonal 593 Hilton,2.12,41.39
Rambla Cataluña,2.17,41.39
Placa Universitat,2.16,41.39
Maremagnum,2.18,41.38
Ferran,2.18,41.38
Pelai,2.17,41.39
Laietana 32,2.18,41.39
Diagonal 635,2.2,41.41
CC Fan,2.71,39.55
Palma de Mallorca - Module C,2.65,39.57
ECI Castellana,-3.7,40.45
ECI Puerto Banus,-4.95,36.49
Distrito Telefonica,-3.64,40.5
Castellana 70,-3.69,40.44
Pedro Texieira,-3.69,40.46
Genova 27,-3.69,40.43
Principe Pio,-3.72,40.43
VELAZQUEZ 32,-3.68,40.42
Xanadu,-3.92,40.28
Arenal,-3.71,40.42
CC.Parque Sur,-3.74,40.34
Palace,-3.69,40.42
Princesa 5,-3.71,40.43
Fuencarral 43,-3.7,40.42
Novedades,-3.7,40.45
Genova 4,-3.7,40.43
Reina Sofia,-3.69,40.41
Madrid Barajas T1 non Schengen,-3.58,40.47
Conde Peñalver,-3.68,40.44
Infantas,-3.7,40.42
El corte ingles Preciados,-3.7,40.42
La Vaguada,-3.7,40.47
Plenilunio,-3.66,40.45
Factory,-3.66,40.44
ECI Pozuelo,-3.82,40.47
Diversia,-3.69,40.58
Gran Via 30,-3.7,40.42
Las Rozas Village,-3.84,40.48
Juan Bravo 16,-3.68,40.43
Gran Via 58,-3.71,40.42
Plaza Espana,-3.71,40.42
Plaza de San Miguel,-3.71,40.42
Nassica,-3.62,40.32
Alcala,-3.7,40.42
La Gavia,-3.6,40.37
Rivas,-3.53,40.34
Madrid Barajas Airport T4,-3.58,40.47
Beatriz,-3.68,40.44
Barajas T4 Satellite (Closed),-3.58,40.47
Fuencarral 101,-3.7,40.43
Orense,-3.7,40.45
Padre Damian,-3.69,40.46
Velazquez 136,-3.68,40.44
Dreams,-3.64,40.46
Princesa 40,-3.72,40.43
Callao,-3.71,40.42
Islazul,-3.74,40.37
Av. De Europa,-3.79,40.44
La Finca,-3.82,40.4
Equinoccio,-3.91,40.46
Plaza Norte II,-3.61,40.54
Torrelodones,-3.93,40.58
ECI MURCIA,-1.13,37.99
Libertad San Sebastian,-1.98,43.32
PUERTO VENECIA. ZARAGOZA,-0.89,41.61
Alicante,-0.56,38.29
"HEL - T2 Airside, Non-Schengen",24.97,60.32
HEL - T2 Landside,24.97,60.32
Espoo K-Citymarket Sello Shopping C,24.81,60.22
Helsinki Kamppi,24.93,60.17
Stockmann Bookstore,24.94,60.17
Helsinki - Itis,25.08,60.21
Vantaa K-citymarket Jumbo,24.96,60.29
Myyrmanni K,24.85,60.26
Rue du Sauvage,7.34,47.75
Place Kleber,7.75,48.58
Rives d'Arcins - Bordeaux,-0.53,44.79
CC Ste Catherine - Bordeaux,-0.57,44.84
La Poste - Bordeaux,-0.58,44.84
Quai Des Marques,-0.57,44.85
Bordeaux- Airport Hall A (landside),-0.65,44.84
Clermont Ferrand - La Gal Nacarat,3.12,45.78
Dijon Liberte,5.04,47.32
Aire de Brou Frazé,1.08,48.24
La Vache Noire,2.33,48.81
Disney Village 1,2.78,48.87
Coeur Defense,2.24,48.89
Leonard de Vinci,2.24,48.9
Nanterre University RER Station,2.22,48.9
Paris - Orly Airport South,2.4,48.74
ORLY Ouest,2.4,48.74
Gare St Lazare - Mezzanine,2.33,48.88
Echelle,2.33,48.86
Victor Hugo,2.29,48.87
Passage du Havre,2.33,48.88
Levallois So Ouest,2.3,48.89
Rue de Seze,2.33,48.87
Place du Tertre,2.34,48.89
Saint Philippe du Roule,2.31,48.87
Paris - Gare du Nord Station,2.36,48.88
Palais des Congres,2.28,48.88
Roquette,2.37,48.85
67 rue Lafayette,2.34,48.88
Paris - Gare Montparnasse,2.32,48.84
Capucines,2.33,48.87
Saint Michel Cluny,2.34,48.85
Saint Antoine,2.37,48.85
Monoprix - Dragon,2.33,48.85
46 Rivoli,2.35,48.86
Opera 26,2.33,48.87
Galeries Lafayette Rue de Provence,2.33,48.87
Rue Saint Dominique,2.31,48.86
Gare de l'Est - C01 - Kiosk,2.36,48.88
Galeries Lafayette La Coupole,2.33,48.87
Petits Carreaux,2.35,48.87
Felix Faure,2.29,48.84
Beaubourg,2.35,48.86
Vaugirard,2.3,48.84
Place Charles Michels,2.29,48.85
Motte Picquet,2.3,48.85
Monge,2.35,48.84
77 rue Rambuteau,2.35,48.86
Gare de Lyon - Salle Mediterranee.,2.37,48.85
Forum des Halles,2.35,48.86
Rue Brea,2.33,48.84
Saint Michel Seine,2.34,48.85
Wagram,2.3,48.88
Bercy Parc,2.39,48.83
Sebastopol,2.35,48.86
Montparnasse,2.32,48.84
Paris - Monoprix Montparnasse,2.32,48.84
Pepiniere,2.32,48.88
Place de Clichy,2.33,48.88
Carrousel du Louvre,2.34,48.86
Gare St Lazare - Metro,2.33,48.88
General Leclerc,2.33,48.83
Saint Paul,2.36,48.86
Galeries des Arcades,2.3,48.87
Montmartre,2.34,48.87
Boulevard Haussmann 32,2.33,48.87
Gare de Lyon - Platforme Bleue,2.37,48.85
Avenue de France,2.38,48.83
Odeon,2.34,48.85
108 Boulevard Haussmann,2.32,48.87
Gare de l'Est - Rail level,2.36,48.88
Poissonniere,2.35,48.87
Passy Plaza,2.28,48.86
Paris - Le BHV Marais,2.35,48.86
Place Blanche,2.33,48.88
Paris - Monoprix Beaugrenelle,2.28,48.85
Charles de Gaulle T2D,2.57,49
Saint Lazare,2.33,48.88
one nation,1.98,48.83
La Defense Metro Station,2.24,48.89
4 Temps Dome,2.24,48.89
CDG - S4,2.58,49
CDG Airport T1 Landside,2.54,49.01
CDG - Terminal 2 Hall A Airs (Dead),2.56,49
Paris - CDG Airport 2F Landside,2.55,49.01
Paris - CDG Airport 2F Airside,2.55,49.01
Paris - CDG Airport 2A Landside,2.55,49.01
Saint Germain en Laye,2.09,48.9
CC Saint Quentin en Yvelines,2.04,48.78
La Vallee Village,2.78,48.85
Belle Epine Shopping Center,2.37,48.76
Belle Epine Village,2.39,48.76
Aeroville Store,2.52,48.99
Aeroville Kiosque,2.52,48.99
Velizy 2,2.22,48.78
Place Lyautey,2.13,48.8
Montpellier - Centre Commercial Reg,3.89,43.61
Toulouse - La Galerie Espaces Fen,1.4,43.69
Roosevelt - Toulouse,1.45,43.61
CC Les Passages,2.24,48.84
Eurotunnel Calais Terminal,1.81,50.93
CC Euralille,3.07,50.64
Lille - Esquermoise,3.06,50.64
V2,3.13,50.62
Beaulieu,1.53,47.21
Ste Croix,-1.56,47.22
Cours Des 50 Otages,-1.56,47.21
Place Jean Jaures,0.69,47.39
Beauvais Airport,2.11,49.46
Gare de Cannes,7.02,43.55
Marseille Provence Airport H 1,5.22,43.42
Marseille Provence Airport H 4,5.21,43.42
17 Marseille Republique,5.37,43.3
Marseille Place Felix Baret,5.38,43.29
Marseille gd littoral,5.35,43.36
Terrasses Du Port,5.36,43.31
Marseille - Centre Commercial Valen,5.48,43.29
Marseille La Valentine,5.48,43.29
Mougins - Shell Aire de Breguiere,7,43.59
Nice etoile,7.27,43.7
Nice - Airport Terminal 1,7.21,43.67
CC Cap 3000,7.2,43.66
Villefranche - Centre commercial Do,4.73,45.98
Gare de Grenoble (CS),5.71,45.19
Lyon - Monoprix GBL,4.84,45.76
Lyon Confluence,4.82,45.74
Lyon Part Dieu,4.86,45.76
Gare de Lyon Part Dieu,4.86,45.76
Rue de la Republique 2,4.84,45.77
65 Lyon Republique,4.84,45.76
Lyon - Saint-Exupery Airport,5.08,45.72
40 Avenue Henri Barbusse,4.88,45.77
Shire Hotels Aztec West,-2.57,51.54
Altrincham - Sainsbury's,-2.35,53.38
SSP Ashford,0.88,51.14
Ashford - High Street,0.87,51.15
WB Warwick North,-1.51,52.22
WB Warwick Kiosk,-1.5,52.22
Baldock Services - MSA A1/A507,-0.2,52.01
Banbury - Banbury Gateway SP,-1.32,52.08
Barnes,-0.24,51.48
Barnet High Street,-0.2,51.66
Next Basildon,0.48,51.59
Basildon - Eastgate Centre,0.46,51.57
Basingstoke- Houndmills Trade Pk DT,-1.11,51.27
Basingstoke - Old Basing Mall,-1.08,51.27
Basingstoke - Festival Place UG,-1.09,51.27
SSP Bath,-2.36,51.38
Bath - Avon Street,-2.36,51.38
Bath - High Street,-2.36,51.38
Beaconsfield Sainsbury's,-0.64,51.61
Beaconsfield Services - MSA M40/J2,-0.63,51.59
Centre Parcs Woburn Centre,-0.49,52.03
Centre Parcs Woburn Poolside,-0.49,52.03
SSP Bedford,-0.48,52.14
Centre Parcs Woburn Sports Plaza,-0.49,52.03
WB Membury North,-1.56,51.48
WB Membury South,-1.56,51.48
Ascot - High Street,-0.67,51.41
Beverley-Flemingate Centre,-0.42,53.84
Bexleyheath - Broadway Shopping Cen,0.15,51.46
Bickerstaffe - Skelmersdale Road,-2.83,53.54
Bideford - Atlantic Village DT,-4.22,51.02
Birmingham BPH AC Marriot Hotel,-1.91,52.48
Birmingham - Bullring - Selfridges,-1.89,52.48
Birmingham Cineworld Broad St (181),-1.91,52.47
NEC Atrium,-1.73,52.45
Cineworld NEC,-1.72,52.45
Birmingham WelcomeBreak Hopwood DT,-1.95,52.36
SSP Birmingham New St,-1.9,52.48
Birmingham - Colmore Row,-1.9,52.48
Birmingham - Bullring - Upper East,-1.89,52.48
Birmingham - New Street,-1.9,52.48
NEC Piazza,-1.72,52.45
WB Hopwood Kiosk,-1.95,52.36
Malmaison Birmingham,-1.91,52.48
Birmingham - The Fort Shopping Park,-1.82,52.51
ICC Broad St,-1.91,52.48
Birmingham - Bullring - Middle West,-1.89,52.48
WB Hopwood Main Café,-1.95,52.36
Birstall Business Pk Bankwood Way,-1.64,53.74
Bishop Stortford - Jacksons Square,0.16,51.87
WB Birchanger Kiosk,0.19,51.87
Blackburn - Beehive Business Pk DT,-2.45,53.73
Blackpool Hounds Hill Shopping Ctre,-3.05,53.82
Village Blackpool,-3.01,53.81
Cineworld Boldon,-1.47,54.95
Bolton - Rivington North,-2.58,53.6
Bolton Market Hall Unit N,-2.43,53.58
Bolton - Rivington South,-2.57,53.6
Bournemouth - Richmond Hill,-1.88,50.72
Westbourne - Poole Road,-1.9,50.72
Bournemouth - Holdenhurst Road,-1.86,50.72
Village Bournemouth,-1.82,50.75
Bournemouth - The Triangle,-1.88,50.72
Bournemouth Aramark Chaseside,-1.86,50.73
Bracknell - Sainsbury's,-0.74,51.39
Bradford - Centenary Square,-1.75,53.79
Bradford - Rooley Lane DT,-1.73,53.77
Braintree Cineworld Freeport,0.57,51.87
Braintree - Freeport Outlet Centre,0.57,51.87
Centre Parcs Elveden Lakeside,0.63,52.45
Centre Parcs Elveden Forest Centre,0.63,52.45
Brentwood - High Street,0.3,51.62
Bridgend - Waterton Retail Park DT,-3.54,51.5
Merry Hill Centre - Upper Mall,-2.11,52.48
WB Hartshead Moor East DT,-1.75,53.71
Brighton - Western Road,-0.15,50.82
Brighton - North Road,-0.14,50.82
Brighton - St James Street,-0.14,50.82
Bristol - Horsefair,-2.59,51.46
